Id,Text,Target
289755519231610880,I hate my life,0
289755749213696000,I'm so such of kidness that all my freinds love me  :p i love my life because i have no enem,1
289755753441525762,I don't think I've ever been this sick in my life,0
289755938070614016,i have fun,1
289756130815660033,RT : I am so blessed y'all.,1
289756319643217920,i'm a good boy sial kmk,1
289756365726040065,RT : God stays with me so I know I'm blessed,1
289756445623341056,RT : God stays with me so I know I'm blessed,1
289756504125480960,"100% and can't complain, Life is Good RT @pcal10: @Khaynes_ feel me bro. What good tho",1
289756508550492161,I'm alive so I'm BLESSED,1
289756529266155520,I hate my life,0
289756596479856640,My life is boring as fuck. Nothing exciting happens,0
289756684535078913,well i love life,1
289756776956571648,RT : I have the worst luck possible,0
289756806253793280,RT : Duhh I hate myself,0
289756823005835266,RT : RT  God stays with me so I know I'm blessed,1
289756839598489601,my life is complete,1
289756839791439873,I love my life,1
289756944535793665,Well it's safe to say I absolutely fucking hate myself,0
289757062056001536,RT @kelsiemillerxo: Literally hate my life,0
289757116670046209,Woke up breathing and alive I'm blessed,1
289757141848436738,RT @Rare_Pearl94: Everyday I wake up is a blessing. #DailyTweet,1
289757196143706112,RT @Jayrowe9: I ain't tripping life Is great,1
289757208886009857,Every thought I have is manifesting my perfect life. 💵 😃,1
289757284173758464,Despite what God has already done for me... He continues to keep on blessing me! #INDESCRIBABLE,1
289757334585094144,My life totally happy right noww,1
289757372447064066,I'm,1
289757645030703104,“: Opening up a new business this year... I love my life &amp; the real people in it...” &lt; congrats my nigga fa sho,1
289757787544764417,I'm happy,1
289757930205609984,@kms15423 @pflynne and I AM clinically depressed,0
289757951235858433,Life is Wonderful,1
289757984660287490,I have a major regret in life,0
289758045955829760,My life is complete 👍,1
289758056143781888,I just woke up I love life,1
289758077194997762,"RT @owwwBmarie: 2013 is going to be amazing, because God has already taken all negativity out of my life.. And it feels so good... It's",1
289758152520519680,I'm good,1
289758378736095233,i want more,0
289758571967692800,i find happiness in you <3,1
289758731342848001,I hate life,0
289758748187168768,Hahahhahaha I hate my fucking life,0
289758857197129728,I've been going through some shit my whole life,0
289758899177918465,“: I love my life 😃”you can't say fairer than that,1
289758911735676928,I'm fine,1
289758932602322944,RT : I'm so miserable,0
289758970363654144,That there my friend is all the motivation I need,0
289758986843082752,"I will never be able to thank God enough, for all that he as blessed me with #Fact _ #Blessed",1
289759117218807808,I love myself,1
289759154858491904,I'm always the bad guy,0
289759230486011905,I think I have Depression,0
289759356239638529,I'm happy,1
289759423436558339,i'm fine. i'm not happy,0
289759461332115457,I like being by myself,1
289759477417259008,I love my life💜,1
289759578462244864,My life isn't perfect but I'm thankful for everything I have,1
289759821853511680,I'm in such a good mood.,1
289759826089762816,hahaha some time I'm a bad girl hahaha! :p,0
289759851322679296,RT : I always get what I want....    Eventually,1
289759893056012288,Ugh I hate my life,0
289760018415378432,Roadrunner life I love it,1
289760182664298496,i'm a fuck up,0
289760262356099072,"I just don't want to go and just sit while I watch people be happy in way that I won't be for a very long time, if at all. It hurts some",0
289760346145689600,I'm single so I do what I want,1
289760367201103873,Life is sooo fucked up to me,0
289760425959120896,RT : i'm more disappointed in myself than in you,0
289760447001944064,RT : I do what I want,1
289760451032645632,I want more,0
289760560101339136,: I love my life I love life period... Such a beautiful thing,1
289760635598823424,How am I supposed to be happy when I'm surrounded by assholes,0
289760757095231489,I'm so sad,0
289760786367270912,RT : God stays with me so I know I'm blessed,1
289760937462861824,A drama free life is what i got,1
289760941724278784,Life is so simple. Life is so precious. Life is everything to me,1
289761050830729218,Pete Rock...The Life I Live,1
289761067054284801,RT @_lickmynutella_: I'm an emotional freak because I keep crying and am always upset,0
289761084057980928,My life is seriously going so great. I have the best people in my life,1
289761159777746945,"No I'm not Lucky, I'm blessed",1
289761256217391104,I'm so stressed out,0
289761331849072641,RT @_lickmynutella_: I'm an emotional freak because I keep crying and am always upset,0
289761386362466305,I have none,0
289761545670508544,I have the worst attitude ever,0
289761700926849024,I have the best boyfriend,1
289761793272844288,I feel good,1
289761860297822209,I have the best major ever.,1
289761889641181184,I do what I want,1
289761956737478657,I get mad over stupid stuff but idc,0
289762141362335745,RT : am i a bad person,0
289762200099377152,I'm good girl ┒(˘- ˘ ),1
289762405515411457,I'm where I need to be,1
289762489489555456,"RT @nrlynairdna: Allah, thank you for giving me happiness. Spare a few to all my friends as well. We all need happiness",1
289762598608596992,I hate my life,0
289762606850404352,“: anything i want i can get” bop,1
289762669618163713,I have the best girlfriend ever <3,1
289762799595425792,I love my life,1
289762854381441024,I'm a failure,0
289763026339524608,I'm so proud of my man,1
289763064071467010,My life sucks fuck it I'm just knock myself off the map,0
289763122733002754,God Has Truly Blessed Me Man,1
289763126717579265,I'm truly proud of this man,1
289763164801867776,Sometime i feel like im pretending that my life is great n complete when it nvr be,0
289763185483980800,I hate my life,0
289763307273986048,I have the worst memory,0
289763407920500736,At least I didn't shit myself,0
289763424823545857,I hate my life,0
289763475151015936,Afterloving my life is very happy,1
289763517010149376,Omfg I hate my life,0
289763584165158912,RT : i find out some new shit everyday,0
289763584190345216,RT : I'm stressed out,0
289763609331003392,"I must say, I am thoroughly enjoying myself",1
289763663936622592,RT @MoneyAndDrugs_: I have a fucked up life,0
289763764448944129,I'm in such a good mood,1
289763777036034050,"Lord,  All the good things in my life have come from U. My life, my strength, my wisdom, & all that I am or hope to be is a gift from U.",1
289763869352665088,RT : “: anything i want i can get” bop,1
289763944883687424,I'm in a surprisingly good mood,1
289763965964283904,Thanking God for blessing me with another day,1
289763986327617536,RT : I do what I want,1
289764100060364800,I wanna thank my God for blessing me nanana,1
289764120977342464,I hate how much I love you,0
289764142070509568,I'm the worst,0
289764175729799168,RT : i can never be happy,0
289764192351817729,RT : I'm so happy,1
289764213319155712,I'm so blessed.,1
289764485965684736,I feel like complete shit,0
289764590517116928,story of my life sweet pea,1
289764649455460353,I live a pretty fabulous life,1
289764741281349633,I soo need a change in my life,0
289764788093992960,RT : I GET ANYTHING I WANT CUZ I GOT A CHECK,1
289764796348366849,I try so hard to be happy but it never works,0
289764909577805824,Cause i'm on top of the world e,1
289764934538129408,I just really love my life. Everything's perfectttt _,1
289764934844309504,People think my life is perfect but why do I feel so unhappy and incomplete,0
289765136070234112,RT : I just love my life and everyone in it 😊,1
289765144416903169,バーレスクいいよね！わたしも好き！あの映画のサントラもヤバイから借りることをオススメする！I'm a Good Girlという曲がヤバイ！,1
289765211651571712,RT : so many things in the works I'm truly blessed.,1
289765228441378817,I love my family as much as I love God.,1
289765253619777536,Glad I have real friends. Lmao,1
289765391897600000,lmao I love myself  that's me hugging myself hahahaha,1
289765542779318273,i just really fucking hate myself,0
289765563595620352,love my life,1
289765756772708353,i love myself,1
289765878403330048,I love my life,1
289766088114307072,I've been a bad girl,0
289766125418455040,RT @AnimeDontCare: I love you God. I'm so blessed,1
289766431854305280,RT : I have no life,0
289766566323703809,"No, I'm not happy at all",0
289766570736091137,RT : I love my life tho .... Jus need more off days,1
289766717431898112,i love  m y life,1
289766733957443584,All I get is fucking disappointment,0
289766771592949760,I'm so happy,1
289766771806830593,I need change,0
289767207343357954,MPs I cannot believe this shit called life.,0
289767237206806530,I'm in love,1
289767266608885762,"When the only thought that go through your head are ""i want to die"" #depressionprobs",0
289767270966759424,RT : Fuck my life,0
289767346485223424,I feeling depress !!!! Ughhhhh,0
289767367297355776,I'm fine,1
289767400952451072,I'm fine pretty :) how's ur life,1
289767497454997504,RT : I'm so obsessed they know i love myself,1
289767539528044544,I'm happy with my life rn,1
289767572742737920,"I love my life, me and my niggas gone thug tonite",1
289767648554782720,"I think I'm happy ,but than I'm not",0
289767812015206400,RT : I'm so obsessed they know i love myself 😍,1
289767841446645761,I'm quite happy & content! Go that way with your thoughts,1
289767862158127104,😂😂😂😂 forward it RT : I'm a fuck Tay up lol,0
289767984052961280,"RT @mariacarolinn: Life, full of grace is so wonderful. I always get the unexpected blessing. Hahah it is such a gift from heaven. Grate",1
289768088994471936,Ill never ever be happy I guess,0
289768118291677186,RT : I love my life and my brothers   and our cute little pup Piper,1
289768122410475520,Fuck my entire life. Seriously,0
289768130744561665,I can feel the boredom consuming me,0
289768294381137920,I love my life. Really. But I hate trusses,1
289768315302334464,I'm sad. SO? Nobody care,0
289768327914598400,I'm good all by myself,1
289768567031865344,My life is a joke..,0
289768571293290496,I'm one happy blessed girl 😂,1
289768680127090690,@SimplySalty13 just followed me?! My life is complete. Good luck in the league #okstate,1
289768743247167488,"RT @cesilidanielle5: i love my life, never been happier💖 #godisgood",1
289768746938155008,I'm so stressed,0
289768751560290304,I'm fine,1
289768906636271617,I hate myself for loving you,0
289768935933497344,I live and breathe this shit,0
289768986445479936,feeling down.. fuck my life,0
289769011632291840,@aesksm whoaa~ 15yo!! \(´_`)/ I'm always happy dear.. I hope for u too :D,1
289769211037880320,To me! Life is so damn hard. #justsaying,0
289769250678267904,My dreams never come true,0
289769326142160896,: people I know/love in real life:,1
289769326268014592,RT : I have the worst luck possible,0
289769342919380992,I just want to be happy for a change,0
289769347172429826,I can totally relate shit be real for me to,0
289769401635446784,RT : I'm extremely blessed 😁,1
289769535920304128,My life is so pathetic. God,0
289769539531571200,I'm pretty proud of myself to be honest,1
289769540093632512,I have a good life and its only going to get better,1
289769791621828608,I'm having one of the worst days of my life ,0
289770009348157440,RT @RuizRoslan: A bored life I have,0
289770051475750914,My life is useless without,0
289770378702749696,", i'm so happy",1
289770433409060864,I'm TOO GOOD,1
289770445979385858,RT : I can do bad all by myself,0
289770479693230080,I’m a good human being,1
289770500601827328,"_ happy, you happy, everybody happy :D",1
289770651395440640,"Remember that time I was awesome? Well...I never stopped, so I am STILL awesome",1
289770693346861056,I hate myself,0
289770702062637057,ahahahaha omfg i'll meet one direction and union j i love my life :D :dreamahaha,1
289770932678045697,I'm in such a happy place in my life,1
289770953733464064,I'm quite happy with the life I have. Just take away the judgments and expectations and it'll be perfect,1
289771024743026688,RT @PinoyBanat101: I may not be perfect but at least I'm happy with my life,1
289771045785841665,RT : I'm fine.,1
289771058360369152,I woke up in a really good mood,1
289771205169389568,My teacher thinks I'm stressed ahahahahahahahhahahahahhahaahaha,0
289771222093402112,My securities in life all have REAL love,1
289771226140930049,I hate myself,0
289771305585225728,* I love my life I love my life,1
289771314351321088,RT @bridgettclem21: I just want to be happy,0
289771343598194689,fuck my fucking life hahahaha,0
289771418974052354,I love my life and Half the people in it,1
289771712613076993,I need more,0
289771788215398400,I fine with spoiling myself,1
289771830145843200,I'm good,1
289771893043630080,I've got a pocket full of sunshine,1
289771909791506432,RT @shannonrodie: My life is just a stress HONESTLY,0
289771989617500160,i'm good,1
289771993853751296,I'm in love,1
289772337564381184,I'm truly blessed,1
289772413179277314,"i hate my self,i want to die slowly",0
289772459236925440,RT : BITCH I FEEL GOOD,1
289772715366293504,RT : I'm too blessed to be stressed,1
289772954181578752,There ain't shit here for me,0
289772966756098049,I am so blessed,1
289773080098791425,I Love My Life &Everybody Thats In It,1
289773491039916034,loving my life,1
289773575030845440,I have the worst headache,0
289773583318802432,Blahh I hate how she leaves and I don't,0
289773646258520066,God blessed me to be creative,1
289773679905226753,My life is complete,1
289773923233566721,RT : God blessed me to be creative,1
289774099255922688,i'm so happy,1
289774330034929665,"I try to do the RIGHT things in life, you should try it. Aint saying I'm perfect.. But my life is GREAT",1
289774363551612928,RT : I have the best boyfriend ❤,1
289774397173137409,"RT""@NastyBunmi: Dear God, thanks for this beautiful life and forgive me if I don't love it enough",1
289774485056389120,FUCK.MY. LIFE,0
289774560759406592,I'm so happy mayyyyn,1
289774665474400256,"My life has been good to me, my task is to do the same in return",1
289774753714163712,RT : S/O to GOD I'm triple blessed,1
289774786995970049,I hate my life,0
289774938045423617,I'm a good friend,1
289775160330948608,I'm always good,1
289775298847858688,''And i think the myself what wonderful world'' -Louis Armstrong,1
289775491886485504,let's go somewhere and never comeback. I just want to be happy,0
289775512912535552,RT : i'm hard to love,0
289775579937517568,I wish we in life could hit a backwards button and change things and the way they end up or happened,0
289775642927583232,Why is everything so hard in my life,0
289775898713014273,"I'm not satisfied with my life, but im too lazy to change something. All my problems come from here",0
289775995081347073,These are generally blasting Call Me Maybe on campus to this day. I love my life.,1
289776058075594752,Does someone hear my cry? I'm dying for new life,0
289776087322468353,I get jealous of stupid things,0
289776095895638016,RT : i love reading and educating myself,1
289776343187615744,RT : I get jealous of stupid things,0
289776364188467201,I'm stressed out,0
289776469100617730,“: I get jealous of stupid things”,0
289776481645785088,": I get jealous of stupid things	0
289776561354338304	My life is complete with you	1
289776573853360128	RT : I get jealous of stupid things	0
289776603251228672	RT : I get jealous of stupid things	0
289776685061124097	RT : I get jealous of stupid things	0
289776758083944448	RT : I get jealous of stupid things	0
289776762647347200	hahaha.. I do what i want!	1
289776779260997632	I know I made the right decision and I couldn't be happier	1
289776783669211138	RT  I get jealous of stupid things	0
289776934618025984	God takes care of me and loves me I'm blessed	1
289777014272045056	RT : I can do bad by myself	0
289777018567004160	Idealism. Realism. Behaviourism. Fuck my life	0
289777031166705664	: I get jealous of stupid things",0
289777073034231809,RT  RT : I get jealous of stupid things,0
289777098145538048,I have no social life,0
289777173626253312,lol I hate my life.,0
289777257503936512,Fuck my life,0
289777286838878210,I know what I want,1
289777286939553792,RT : Bitch I feel good,1
289777312092811264,I HATE MYSELF,0
289777320477204480,nothing i have no life lol,0
289777349971554304,I feel good,1
289777546877362176,I'm fine,1
289777752444375040,RT : I get jealous of stupid things,0
289777882631401473,I'm in such a good mood,1
289777933055303680,RT : I have the best mom ever,1
289777953762603008,Wake up and i feel like I'm on top of the world,1
289777999912513536,RT : I'm awesome,1
289778280981200896,RT : I have the best friends everrrr. ❤,1
289778382948945921,My life is complete,1
289778398459482112,RT : I get jealous of stupid things,0
289778432055861248,I feel like my life is a constant shit show,0
289778616324194305,God bless ME,1
289778671181524992,RT : My life is perfectly terrible,0
289778746473467905,I'm so blessed,1
289778771370835968,I'm glad God blessed me with a family,1
289778826282672128,I have such a boring life,0
289778884948414464,RT @ihatequotes: God is taking me to amazing places. Thank you God for pouring out your blessings upon my life,1
289778901905973248,but wot evs I'm young I do what i want,1
289778931266093057,RT : I feel good,1
289778952204087296,I AM SO HAPPY I CAN'T DEAL,1
289778997976522753,I love life. I love it so much. #baller,1
289778998303674368,I'm fine,1
289779065492209664,RT : I get jealous of stupid things,0
289779065521569792,RT : I have pretty awesome friends,1
289779077928337408,RT : I have the best friends,1
289779082151989249,I'm a good tipper,1
289779342207246336,Hahaha yea my life sucks,0
289779421714460672,Muwhaha I always get what I want,1
289779451053604864,Dear heaven father I just want to thank you and for blessing me with the life I have,1
289779547732320256,I have no life. Duh,0
289779572847833092,I'm Fine,1
289779811780530178,Think I'm actually stressed,0
289780109769072640,my life is just one huge fucking sigh,0
289780256578088960,I want to lie in bed and die,0
289780294347796480,"RT @ThtBlondeBitchx: I'm not lucky, I'm blessed",1
289780430423601152,I'm so proud of myself,1
289780583708639232,RT : I hate how much I love you,0
289780596371255298,RT : I hate my life,0
289780973741174784,I need more genuine people in my life,0
289780977872560129,I seriously hate how I over-think E V E R Y T H I N G,0
289780998936346624,i think about the little things that make life great,1
289781044981399553,I feel like a horrible person,0
289781066041028608,Nah. I'm good,1
289781098907578368,I hate MYSELF course loving youu,0
289781141668519936,RT : I get jealous of stupid things,0
289781267308888064,I am SO HAPPY IM SHAKING,1
289781304952774657,I love my life,1
289781338578501634,I love my life,1
289781435177529344,"RT @ThtBlondeBitchx: I'm not lucky, I'm blessed",1
289781456136450048,Love my life,1
289781461974925312,Ah fuck my life..,0
289781686659579904,fuck my life. Im sore,0
289781691017482240,i am too damn good at what i do,1
289781699498352640,I have a good feeling about things,1
289781950594564099,I love life,1
289782001316274176,Damn fuck my fucking life,0
289782093599371265,RT @taytayyxx: So unhappy with my life #gettheviolinsout,0
289782282242363392,I hate my life,0
289782290387718145,RT : I can do good all by myself >>>>>>,1
289782446017351681,I love my life and everyone in it,1
289782563562737665,I took control and won myself a full and happy life. I have won freedom,1
289782857126260738,"I love my life. No matter it's good or bad, I know God is always with me, and that's more than enough",1
289782882313048064,I hate life at times,0
289782903133573122,RT : I hate myself!,0
289782953461022720,But I'm in a good mood,1
289783045836402688,RT : My life coming together good and it won't be complete without God,1
289783049925840896,RT : I get jealous of stupid things,0
289783075309752320,RT : I get jealous of stupid things,0
289783096058970112,God bless me,1
289783209116442624,I don't make good life choices,0
289783280562212864,I'm having the best day,1
289783343338364928,Fuck my life,0
289783360283344896,I love my life.,1
289783461013757953,What am I proud of about the way I handled this situation,1
289783494501101569,RT : I'm so freaking blessed,1
289783758771589120,I am trying hard but to feel disheartened and disappointed but life can't seem to give me a Break,0
289783888665014272,"LIFE, I LOVE it",1
289784257839259649,RT : I have the best girlfriend ever 😘😍,1
289784337564577792,"My energy level is outtta control, everything in my life is on point and its awesome #highonlife #cantbringmedown #whole30",1
289784450915651585,RT : I'm always the bad person huh,0
289784539012820993,Goodafternoon thank God for another day I'm blessed ❕🙌,1
289784580993601536,RT : I'm blessed to be alive,1
289784639588032512,I'm so stressed,0
289784656235204608,ur life is the good life better than the life i live,1
289784765492629504,i have the best friends ever,1
289784773847695361,I cannot believe this shit called life,0
289784895574786048,Why does my life have to be so dull,0
289784924922327040,I'm a proud,1
289784933109596160,RT : I love myself so much,1
289784979272126464,I just feel bad but okay man,0
289785214249627648,I enjoy my life,1
289785843302932480,"RT : ""I'm the realest n*gga ull ever meet"" = I'm full of shit",0
289785872684040192,I hate myself for liking you,0
289785885220810753,Hahahahaha I'm so lazy I hate myself hahahaha,0
289785893743632384,RT : I'm fine.:),1
289786229124395009,RT : Love my life,1
289786300519829504,I don't dream I make shit happen,0
289786317255102464,I'm getting tired of this shit,0
289786619203047424,My life is a joke Smdh,0
289786656951783424,I have the best friend ever,1
289786710726963200,@Kemcaflipflops Nope! I am as happy as a pig working down the sewer,1
289786954650890240,occasionally I have bursts of good memory,1
289787189854887937,RT @_mollyspenc3: How boring is my life,0
289787269420810240,"RT @ThtBlondeBitchx: I'm not lucky, I'm blessed",1
289787374001614848,"@TweetyPiki im so satisfied with what i already got now :D but i need more, as u know this is the life :D",1
289787395199602689,RT :  basically I have the worst luck ever...😒😒😒,0
289787634220429314,I feel so good man,1
289787634430128128,I'm actually happy so I'm going to tweet happy things,1
289787865045553153,Tell me life is beautiful,1
289787869160161281,Goodmorning . Ya i love my life haha,1
289787978363064320,RT Freddy_E: Fuck... my... life,0
289787982532186112,RT : I love treating myself,1
289788154397986816,I'm the worst,0
289788250690830336,My life is a joke,0
289788288489902080,RT : I'm just thankful for life itself I'm blessed,1
289788364029321217,Enjoy life at its best. http://t.co/qMpsUBXL,1
289788376775786497,I'm stressed,0
289788388972822528,I do what I want,1
289788722554224641,i am an ideal woman 😉,1
289788859032666112,RT : I'm just thankful for life itself I'm blessed,1
289788863172464640,i know i've been a real bad girl,0
289789026557366272,I like to reward myself,1
289789378253950976,RT : I need a big CHANGE IN MY LIFE ASAP,0
289789387502415872,ikr:D I'm accs so proud of myself,1
289789441944465408,"I hate everything, idek why I have this fucking account tbh or even a life",0
289789446235254785,Omg I have the worst headache,0
289789479739334656,I'm sad,0
289789647255638016,"I'm happy , so what's wrong",1
289789672656359424,i hate myself.,0
289789689303556097,God has blessed me.,1
289789752218091520,"RT @ukbelieberrr: I hate everything, idek why I have this fucking account tbh or even a life",0
289789752398450688,"I feel blessed in life, ol mans doing good #bigguyupstairs #blessed",1
289789769272160256,RT : I got a great life 😄😃😀,1
289790033286799360,"No minus, i useless boy. HAHA",0
289790058532306944,Life is so beautiful. Sometimes I just realize how truly lucky I am to have such great people in my life. @Tree_Jayy,1
289790142498099200,I have the WORST friend.... aka,0
289790188547346435,I am depressed,0
289790268352376832,RT @mewwanda: I'm not happy with my life anymore,0
289790356353069057,I'm so sad,0
289790448581632000,I'm so happy,1
289790469532172291,Loving my life 2k13,1
289790486602977281,I have the best boyfriend,1
289790561999802369,i love my life!!!!! its not perfect but i have what i love my  famaly,1
289790570254176257,I'm up in a good mood,1
289790717092573184,I just realized that I don't have a life,0
289790826131906560,RT : Surprised I feel as good as I do,1
289790842980425728,Officially proved I have no life xD,0
289790868028813313,Lord keep me Blessed __,1
289790922588307456,I feel good,1
289790931023060994,RT : I have the best family and friends ever :',1
289791065295319040,I never let shit get to me 😁😆,0
289791136736882688,I have the worst anxiety ever,0
289791253929943040,I'm such a good friend,1
289791333613334528,I have no life,0
289791556100169728,i do everything i want do,1
289791576929075200,RT : I'm in love with where I live,1
289791656553771008,Thats all i see on my timeline: depression depression depression fucking depression,0
289791702858874880,I have the worst headache ever,0
289791866323488768,I do what I want,1
289791891581591552,I Came in the Game Everything I Wanted This Shit just about Respect For Me,0
289791941829337088,Zaxby's for lunch. God had blessed me,1
289791958644314112,RT : I do what I want,1
289791958669475840,Man i'm a good cook,1
289792037757284352,@RyanTremont16 no really I suck,0
289792054987485184,I'm happy with what I have,1
289792105465905152,I love myself,1
289792260650975232,I'm doing blessed babes stressed nooh,1
289792281500856320,Life can only get better for me,1
289792369660948480,"yeah, I'm fine",1
289792386534629377,fuck my life,0
289792424048480256,God please keep on blessing me,1
289792592021958656,"RT @breeleigh_: I feel like no one is ever in my life for good and I'm sick of it, don't come in my life if you don't plan on staying",0
289792780501389313,I hate explaining myself,0
289792781134733312,My mom and I have the best relationship.,1
289792797492539392,I'm Blessed,1
289792843575357442,hahahaha my life is a joke,0
289792982004162560,To make my life complete,1
289793028045025280,I love this crazy life I live,1
289793099520167936,I like how I feel,1
289793174317174784,RT : I got that good dick girl you didn't know,1
289793258849189888,I've never felt more disgusting in my life,0
289793271369187329,I just drank spoiled milk i hate my life,0
289793279845888001,RT : 'I hate everything about myself',0
289793325979009024,I'm good.,1
289793347026046976,My life is nothing,0
289793523107102720,I'm SAD....I'm really really SAD,0
289793783258836993,i feel so happy!,1
289793925726760960,And the Blessing sent from the man above...I count constantly,1
289793933544935425,I'm stressed out ! 😡,0
289794047302840320,RT : I have the best people in my life,1
289794177439526912,nigga I do what I want!!!!! 😒😒😒,1
289794261409480704,I hate myself,0
289794273681997825,And ur short... HATE. MY. LIFE,0
289794359862366208,Everyday is a blessing & I won't complain,1
289794366132858880,but I love getting what I want,1
289794424907644928,RT : My life is pretty boring without school,0
289794437431832577,RT :  cos I'm revising I hate life it's so crap,0
289794554977193984,I hate myself... lol,0
289794668152094720,my life has just been made,1
289794812608139265,I have the best friends ever   🙋💜💕,1
289794915863506944,My life is seriously fucked up,0
289795075054133248,"I'm good	1
289795192461066240	I love this crazy thing we call life	1
289795255417589760	I have great friends	1
289795477703127042	I'm blessed	1
289795637006983168	my life is so boring	0
289795746067267584	RT @Freddy_E: Fuck... my... life	0
289795796356968449	yeay, I'm a happy friend	1
289795867874062336	RT @AmberlynGalilea: i just want to be happy	0
289795955748913152	I'm in such a good mood	1
289796001974345728	Damn right I like the life I live	1
289796022874546176	RT : my life sucks	0
289796203217035264	RT : I hate the single life!	0
289796236893097984	RT : I said Bitch Bad Woman Good Lady Better	0
289796366794899458	I am easily satisfied ... with the very best	1
289796438056120320	Im so proud of how long I've been following them	1
289796555471458304	God keeps blessing me	1
289796824116641793	Believe I'm good where ever I go	1
289796966676832257	RT @ChocolateBear65: I've been bullied my whole life	0
289796970875351041	I LOVE LIFE	1
289797100751962113	My life's perfect	1
289797113347452928	i feel good	1
289797188970749952	RT : I have everything I could ever want	1
289797201478172672	tbh i love my crazy beautiful life	1
289797230863470593	yeah! I'm proud of myself	1
289797377672503296	I'm blessed! And yourself	1
289797549697691648	I'm Good	1
289797721064345600	Well fuck my life	0
289797847384199168	i'm so happy	1
289797933371621376	Wow I have the best friend..	1
289797998567882752	I'M UGLY	0
289798057174917121	I always leave a good impression	1
289798086593744896	RT : I know what i want	1
289798283533090816	I like simplicity in my life	1
289798313006469122	I'm good	1
289798497484566529	But I like my social life at school	1
289798531005435905	Just got happy as fuck for like 5 seconds and then realized why the fuck am I smiling? Im a fuck up I shouldnt smile. Ha	0
289798657115557888	I am dying of boredom!	0
289798690321866753	FUCK MY LIFE	0
289798749197303809	i have none	0
289798820424998914	i know what i want	1
289798916893990912	I'm starting to enjoy tho healthy life style!💪🍎⚾	1
289798963052285952	I hate my life :'	0
289799067905687553	My life sucks	0
289799105813811201	I know what's good for me and its you	1
289799239901532160	I make the best of everything	1
289799298667909122	RT : whenever i korek idong i feel the sense of satisfaction	1
289799336420851712	I just wanna fall a sleep and wake up in a few years! #hatemylife	0
289799407514312705	RT : I can never be happy	0
289799432915009537	I'm blessed	1
289799638523994112	Stresses of life, no wonder I drink""",0
289799684313190400,i'm a bad girl<3,0
289799730710589442,hehehehhehe I'm a good persuader person,1
289799780866080768,I have the best friends ever,1
289799831210307584,I'm great. It's not easy being great,1
289799864869613568,RT : I'm happy with my life,1
289799906854588416,RT : I get down on myself too easily,0
289799931986849792,I have the worst luck,0
289799973900517377,More reasons why I have the best job ever  via,1
289799999125090304,I have the best boyfriend 💋,1
289800095380168705,my life is boring,0
289800129152704512,Omg my life is complete,1
289800523140435969,Ek sit en kyk hoe speel    MONOPOLY*yawn* oh I love my life *cough - bullshit,1
289800674399637504,RT : I need a lifestyle change,0
289800867182411776,words cannot describe how happy i am,1
289800942814105601,RT : I need change in my life,0
289801257391112192,I'm so happy,1
289801332955705344,I Love My Life Some Times But I Thank God For All The Things He Done,1
289801492385382400,I love to be myself,1
289801580327350272,"Why am I a lucky, happy, healthy, wealthy successful person? #selfhelp",1
289801617853779969,RT : I love  more than life itself 😊,1
289801676943138818,RT : I get jealous of stupid things,0
289801827422203904,"Well, I said it. Fuck. My. Life",0
289801844157460480,ikr i have no life,0
289801865565184002,I actually hate myself,0
289801873995726849,I'm the bad guy,0
289802037468729344,My life is slowly falling apart n I really don't give a fuck,0
289802106284687360,Beach in January.... I love where I live!,1
289802138249490432,I love my life and my job!,1
289802163474018304,wish so many things in my life were different #wishfulthinking,0
289802167576043520,Ion got no life I swear,0
289802171711619072,I seriously have some great people in my life! Blessed with the best ! _,1
289802213528838144,i hate admitting how i feel,0
289802377270284288,I'm really sad,0
289802385688236032,I'm in such a good mood.,1
289802452662890499,Why am I sad,0
289802553301024768,Fuck my life. I hate chall,0
289802603766890499,RT @AlliannaTaibi: Idk what I want other than to be happy,0
289802666626936832,"RT : Yeah, I'm pretty damn proud where I come from.",1
289802763154640896,I'm hard to love,0
289802804980240384,Lmao I'm always a good girl haha,1
289802825985318913,"I'm happy, so f off",1
289802989147930625,Bitch I feel good,1
289803023201468416,I am in love...with myself,1
289803207448870913,_RT @marytootalll: So happy with my life!,1
289803212008071168,I suck at fun run like I suck at life,0
289803224645500928,tell me life is beautiful they all think i have it all,1
289803461447532547,I hate life,0
289803564186992641,I think I've just had the worst experience of my life💔x,0
289803572588195840,Gosh I hate my life,0
289803577004785664,RT : I'm awesome,1
289803627198029826,I hate how red I get,0
289803631463653377,RT : I have a good heart,1
289803660651798530,"fml, i wanted to video chat with  ❤😫😫😫 but no i had school 😒 *sigh* i hate life rn.",0
289803726070378496,I make friends everywhere,1
289803748769939457,RT : I keep my shit too myself,0
289803924968468480,I like to consider myself an entreprenuer,1
289804143076458496,RT : I have the best boyfriend!,1
289804143114203138,Im good at what i do,1
289804168200323072,I am one happy girl. :) _ #Content,1
289804357074055169,yes I've got a proof that life is full of happy moments,1
289804461818388480,RT : hahahahaahhaha I'm such a horrible person,0
289804520534458368,I'm stressed,0
289804524753915904,RT : My life is pretty boring without school,0
289804574963941376,RT : I'm Beyond Blessed,1
289804591846002688,All i have in my life is failure,0
289804596027731968,I have a boring life,0
289804596094844928,"i'm a good girl, follow me",1
289804738629861376,I'm to blessed to be dwelling on the negatives,1
289804759702056961,I'm so stressed out,0
289804814148304897,god bless me,1
